question_1,question_2,question_3,question_4,question_5,question_6,question_7,question_8,question_9,label,fund_risk_type
2,3,3,1,2,4,2,3,5,3,적극형
1,1,2,4,4,4,1,2,1,1,보수형
3,3,3,1,1,4,3,3,2,2,위험중립형
3,2,2,2,4,1,2,3,2,1,보수형
4,1,1,4,5,2,1,3,4,2,위험중립형
2,1,2,4,5,3,1,4,1,2,위험중립형
4,3,2,5,3,4,2,3,1,3,적극형
3,1,4,2,5,2,3,3,1,2,위험중립형
4,2,2,5,5,3,1,4,2,3,적극형
3,2,4,4,3,4,4,3,2,3,적극형
2,2,2,3,4,3,2,3,1,2,위험중립형
1,1,2,5,3,2,1,2,1,0,안정형
2,2,2,2,3,3,3,3,5,2,위험중립형
3,1,1,5,5,4,2,2,3,2,위험중립형
1,2,2,1,5,3,3,2,4,2,위험중립형
1,1,3,3,1,3,2,1,5,1,보수형
2,1,1,2,1,1,2,2,2,0,안정형
1,2,4,3,3,3,1,2,1,1,보수형
2,2,1,1,4,1,4,4,1,1,보수형
4,1,4,1,3,2,3,3,2,2,위험중립형
2,3,4,3,2,4,2,1,1,2,위험중립형
2,1,3,1,5,2,3,3,5,2,위험중립형
4,1,4,3,5,2,2,4,4,3,적극형
2,1,1,2,3,1,1,4,2,0,안정형
2,2,4,4,3,1,1,2,4,2,위험중립형
1,2,3,2,5,2,3,1,3,1,보수형
2,1,4,5,1,3,2,3,5,3,적극형
3,3,2,4,2,1,1,4,3,2,위험중립형
2,1,2,3,5,1,3,4,2,2,위험중립형
3,1,1,4,5,4,4,4,2,3,적극형
1,1,1,2,3,4,2,4,4,1,보수형
1,3,2,4,4,4,1,1,4,2,위험중립형
1,3,1,4,3,4,1,2,3,2,위험중립형
2,1,4,5,4,1,3,1,4,2,위험중립형
3,1,3,4,1,1,3,1,5,1,보수형
1,2,3,1,2,3,4,1,3,1,보수형
4,3,1,2,5,4,1,2,1,2,위험중립형
2,3,4,2,5,1,1,2,4,2,위험중립형
4,3,3,3,3,1,4,2,4,3,적극형
2,2,4,2,4,2,2,2,4,2,위험중립형
2,2,2,4,2,3,2,1,4,2,위험중립형
1,2,4,1,3,4,3,4,3,2,위험중립형
3,1,1,4,5,4,3,3,1,2,위험중립형
1,2,2,2,3,2,2,3,2,1,보수형
2,3,1,1,5,3,3,4,5,3,적극형
4,1,1,1,1,3,4,4,4,2,위험중립형
3,1,3,4,4,3,1,4,2,2,위험중립형
3,3,1,4,3,1,4,4,2,2,위험중립형
2,2,1,5,2,1,2,1,2,1,보수형
2,3,1,3,5,3,2,4,4,3,적극형
4,2,3,2,1,4,2,3,3,2,위험중립형
4,3,1,2,5,1,2,1,1,1,보수형
1,1,2,2,5,3,1,3,1,1,보수형
4,2,4,1,5,3,3,1,4,3,적극형
4,2,4,1,1,3,3,1,1,1,보수형
1,2,3,3,3,4,3,4,4,3,적극형
1,3,4,4,2,1,2,2,2,2,위험중립형
3,3,2,1,3,2,1,3,5,2,위험중립형
1,2,1,5,2,4,4,2,1,2,위험중립형
2,3,3,4,3,2,3,1,5,3,적극형
3,1,1,4,3,3,2,4,1,2,위험중립형
4,1,2,4,4,3,2,4,5,3,적극형
1,3,2,1,1,3,1,3,4,1,보수형
2,2,3,3,5,1,3,2,5,2,위험중립형
2,3,1,5,3,3,4,2,1,2,위험중립형
4,1,1,1,2,1,4,4,5,2,위험중립형
3,1,4,5,4,4,3,1,4,3,적극형
2,2,1,1,2,4,1,1,4,1,보수형
2,3,4,3,2,2,3,2,4,3,적극형
2,2,2,3,3,2,1,4,5,2,위험중립형
3,1,1,2,4,3,1,4,2,1,보수형
1,2,2,4,1,3,2,4,5,2,위험중립형
4,1,2,3,3,2,2,4,4,2,위험중립형
3,3,4,1,2,4,2,4,2,3,적극형
2,2,4,2,4,2,2,4,5,3,적극형
3,2,4,3,4,1,1,1,1,1,보수형
2,1,2,1,3,3,2,3,2,1,보수형
4,1,1,2,2,4,3,1,2,1,보수형
1,2,3,2,4,1,2,2,5,1,보수형
1,3,1,1,5,1,4,3,4,2,위험중립형
2,2,3,3,3,4,3,3,4,3,적극형
3,3,1,1,5,3,1,4,5,3,적극형
4,1,1,5,2,4,1,2,2,1,보수형
4,1,3,3,1,3,1,1,1,0,안정형
3,2,2,5,2,2,1,2,4,2,위험중립형
4,2,3,3,2,1,3,3,3,2,위험중립형
2,1,4,4,3,1,1,2,3,1,보수형
4,2,3,1,5,1,4,1,4,2,위험중립형
2,1,4,1,1,4,2,3,5,2,위험중립형
2,1,2,3,4,2,4,1,2,1,보수형
3,1,3,4,3,3,3,3,5,3,적극형
4,3,4,2,2,2,2,3,3,3,적극형
3,2,3,2,1,2,1,1,1,0,안정형
3,1,2,3,1,3,4,2,2,1,보수형
1,3,2,5,4,1,4,3,4,3,적극형
2,1,2,1,1,4,3,1,5,1,보수형
4,1,4,3,3,3,3,4,1,3,적극형
2,3,2,3,3,2,2,2,2,2,위험중립형
2,2,3,3,3,1,4,3,3,2,위험중립형
4,1,1,5,4,3,3,1,3,2,위험중립형
3,1,3,4,2,2,3,2,1,1,보수형
4,1,4,2,2,3,4,4,1,2,위험중립형
2,1,4,2,1,2,3,3,4,2,위험중립형
1,3,3,2,5,2,1,4,1,2,위험중립형
3,1,1,3,4,2,4,4,4,2,위험중립형
2,3,4,4,5,3,4,4,5,4,공격형
1,1,1,1,1,1,4,3,5,0,안정형
3,1,2,5,1,3,3,4,1,2,위험중립형
3,1,1,2,2,2,4,1,3,1,보수형
4,2,1,2,5,2,2,4,4,3,적극형
3,3,4,5,4,3,3,1,1,3,적극형
2,2,2,2,1,2,3,4,2,1,보수형
3,3,1,3,5,2,3,1,1,2,위험중립형
4,1,2,1,4,2,2,3,1,1,보수형
2,2,2,1,4,4,4,1,5,2,위험중립형
1,1,3,5,2,2,1,4,3,1,보수형
3,2,3,3,2,2,2,4,5,3,적극형
4,2,2,2,2,3,1,3,2,1,보수형
4,3,2,4,2,1,2,3,2,2,위험중립형
1,1,3,5,4,2,1,4,4,2,위험중립형
2,1,2,3,3,2,4,2,4,2,위험중립형
2,1,4,5,2,2,2,3,2,2,위험중립형
1,3,3,1,3,4,3,4,2,2,위험중립형
3,2,4,1,4,4,3,2,5,3,적극형
4,2,1,1,2,3,3,4,2,2,위험중립형
4,2,1,3,4,1,2,2,2,1,보수형
4,1,4,1,4,1,2,1,3,1,보수형
2,2,2,2,2,3,2,1,1,1,보수형
1,3,2,3,4,4,1,3,4,2,위험중립형
1,2,1,3,4,4,3,2,2,2,위험중립형
4,3,2,4,5,4,1,1,3,3,적극형
1,2,4,1,3,2,4,3,2,2,위험중립형
4,3,3,1,1,1,4,4,1,2,위험중립형
4,1,3,1,5,1,3,3,5,2,위험중립형
2,3,4,5,2,2,3,1,5,3,적극형
1,1,1,5,2,3,2,1,1,0,안정형
1,2,2,5,2,3,2,1,3,1,보수형
4,1,2,4,3,3,3,4,1,2,위험중립형
4,1,4,3,1,1,1,1,2,0,안정형
3,3,4,2,4,4,4,3,1,3,적극형
1,1,2,5,4,3,3,2,5,2,위험중립형
3,1,4,1,1,2,1,4,1,1,보수형
1,3,1,3,2,3,3,2,5,2,위험중립형
4,2,1,5,5,3,2,2,4,3,적극형
4,3,1,3,1,1,4,3,2,2,위험중립형
2,3,4,5,5,2,1,4,5,4,공격형
4,3,1,5,4,2,4,4,3,4,공격형
1,3,1,5,3,3,3,3,2,2,위험중립형
1,2,4,2,1,3,2,1,3,1,보수형
3,2,4,3,3,4,1,2,5,3,적극형
3,2,1,3,3,2,4,3,1,2,위험중립형
2,2,4,5,4,1,4,4,2,3,적극형
2,2,4,5,2,3,4,3,2,3,적극형
1,1,3,5,1,1,4,3,3,1,보수형
3,2,2,2,2,1,4,4,3,2,위험중립형
1,1,4,3,1,3,3,2,5,2,위험중립형
1,1,1,5,3,1,2,2,2,0,안정형
2,3,1,3,5,1,2,1,4,2,위험중립형
4,1,4,3,3,2,2,4,2,2,위험중립형
1,2,2,5,5,4,4,1,3,2,위험중립형
2,3,4,2,4,3,1,4,3,3,적극형
2,2,1,3,3,2,1,4,1,1,보수형
1,1,3,1,3,3,1,1,5,0,안정형
1,1,2,2,5,1,4,4,1,1,보수형
4,3,4,3,3,3,4,4,2,4,공격형
4,2,3,1,1,4,1,2,3,1,보수형
4,2,2,4,2,1,4,2,5,2,위험중립형
1,1,4,2,4,2,1,1,2,0,안정형
4,3,1,1,4,4,4,1,2,2,위험중립형
1,1,1,5,4,3,1,1,2,0,안정형
1,2,3,3,5,4,1,4,2,2,위험중립형
2,1,2,1,5,4,4,3,3,2,위험중립형
4,1,2,1,2,4,3,3,1,1,보수형
1,2,2,3,2,2,1,2,1,0,안정형
3,2,2,4,1,4,2,2,1,2,위험중립형
2,1,3,5,3,1,1,1,4,1,보수형
3,3,2,4,2,2,3,4,5,3,적극형
2,2,3,4,5,3,3,2,1,2,위험중립형
4,2,3,1,3,4,3,3,4,3,적극형
2,1,2,3,2,4,1,4,5,2,위험중립형
2,2,4,5,3,2,1,3,5,3,적극형
2,3,3,4,5,2,3,1,1,2,위험중립형
1,3,1,3,4,3,1,4,3,2,위험중립형
4,3,1,3,1,3,4,2,3,2,위험중립형
3,2,4,5,4,4,3,3,3,4,공격형
3,1,2,3,5,1,1,1,2,0,안정형
3,1,1,3,2,2,1,3,1,0,안정형
2,1,1,2,4,3,3,2,3,1,보수형
3,3,1,2,2,1,4,3,4,2,위험중립형
3,1,4,4,4,4,3,2,1,3,적극형
4,1,4,1,2,1,2,2,3,1,보수형
3,1,3,4,5,4,3,3,3,3,적극형
4,3,4,3,2,3,2,2,4,3,적극형
3,2,2,1,5,1,4,4,3,2,위험중립형
3,2,4,4,5,4,1,1,5,3,적극형
1,2,4,5,3,1,1,2,1,1,보수형
4,1,1,5,5,2,1,3,4,2,위험중립형
3,3,2,4,2,2,4,1,5,3,적극형
3,1,3,2,5,2,3,2,3,2,위험중립형
1,2,3,2,5,2,2,3,4,2,위험중립형
3,3,2,3,5,3,1,3,5,3,적극형
4,2,2,3,2,3,1,3,3,2,위험중립형
4,2,1,3,3,1,2,3,2,1,보수형
3,1,3,1,2,3,4,3,5,2,위험중립형
3,3,2,3,3,3,2,2,1,2,위험중립형
1,3,1,4,3,1,2,1,1,0,안정형
1,1,2,5,5,3,1,1,3,1,보수형
1,2,1,3,1,4,1,1,3,0,안정형
3,1,2,3,2,1,2,4,5,2,위험중립형
2,1,3,1,4,3,1,4,1,1,보수형
2,3,1,4,2,4,3,3,2,2,위험중립형
1,3,1,1,1,2,2,2,5,1,보수형
4,2,2,1,2,4,3,1,5,2,위험중립형
2,3,2,3,4,4,1,2,1,2,위험중립형
1,3,3,2,4,3,3,3,2,2,위험중립형
2,3,1,4,5,3,3,4,3,3,적극형
1,3,4,4,3,2,4,2,5,3,적극형
1,2,2,1,2,2,3,2,2,1,보수형
4,2,2,2,4,1,2,4,3,2,위험중립형
2,3,2,4,3,2,2,1,4,2,위험중립형
4,2,3,2,4,3,4,3,5,3,적극형
4,3,2,4,3,1,4,2,1,2,위험중립형
2,3,1,5,4,2,2,1,4,2,위험중립형
4,2,4,5,2,3,4,3,5,4,공격형
2,3,4,5,4,4,2,2,2,3,적극형
3,1,3,1,3,2,4,3,4,2,위험중립형
2,3,3,4,4,3,1,2,5,3,적극형
2,2,4,5,4,4,1,4,1,3,적극형
2,1,4,5,1,4,1,2,2,2,위험중립형
4,1,2,4,1,3,3,3,3,2,위험중립형
1,1,1,1,1,2,1,2,4,0,안정형
2,1,3,5,3,2,4,1,4,2,위험중립형
3,2,1,2,2,1,3,2,4,1,보수형
2,1,3,3,1,2,4,3,5,2,위험중립형
3,1,1,3,2,3,4,2,3,2,위험중립형
3,3,3,3,3,1,3,2,2,2,위험중립형
2,2,4,3,2,1,4,2,3,2,위험중립형
1,3,4,2,3,2,2,3,2,2,위험중립형
2,3,1,4,5,2,1,2,5,2,위험중립형
3,2,4,5,1,4,2,1,2,2,위험중립형
2,2,4,3,3,1,2,3,3,2,위험중립형
3,3,4,1,3,2,2,2,1,2,위험중립형
3,2,3,1,4,4,4,2,1,2,위험중립형
1,2,4,2,4,1,3,4,4,2,위험중립형
1,1,1,1,4,1,4,2,4,1,보수형
4,2,4,3,2,1,2,3,5,3,적극형
1,3,3,3,1,1,2,3,1,1,보수형
1,1,4,3,3,2,3,2,3,2,위험중립형
1,1,3,5,2,1,1,1,4,0,안정형
2,3,2,3,1,4,4,3,2,2,위험중립형
4,2,1,5,5,3,3,2,4,3,적극형
2,2,4,5,2,4,3,2,3,3,적극형
3,2,2,5,1,3,1,4,3,2,위험중립형
1,3,4,5,5,3,1,4,2,3,적극형
3,1,2,3,5,1,3,2,2,1,보수형
2,2,4,1,1,1,4,2,3,1,보수형
4,2,3,5,1,1,4,3,3,2,위험중립형
2,3,3,3,3,1,4,3,1,2,위험중립형
1,2,2,4,4,2,2,1,4,1,보수형
3,3,2,1,1,1,1,4,4,1,보수형
1,2,4,4,4,1,1,4,1,1,보수형
1,3,1,4,2,4,1,3,3,2,위험중립형
1,3,3,4,3,2,4,2,2,2,위험중립형
3,1,1,5,3,4,4,3,5,3,적극형
1,2,3,1,3,3,3,2,3,1,보수형
4,1,1,4,3,3,3,3,4,2,위험중립형
3,1,3,1,5,4,4,4,2,3,적극형
4,1,4,4,2,1,2,1,2,1,보수형
1,1,2,3,5,3,4,2,3,2,위험중립형
1,2,1,2,3,2,2,1,5,1,보수형
1,2,3,3,5,3,2,1,4,2,위험중립형
1,1,2,1,4,4,1,4,2,1,보수형
3,2,2,5,1,3,2,2,5,2,위험중립형
2,2,2,4,5,3,3,3,1,2,위험중립형
1,2,3,2,3,3,3,1,3,1,보수형
2,3,2,1,4,4,4,2,1,2,위험중립형
1,1,1,4,1,2,1,2,3,0,안정형
3,3,4,3,4,2,4,2,3,3,적극형
2,1,4,1,5,1,1,1,4,1,보수형
4,1,4,3,2,4,2,1,3,2,위험중립형
4,1,4,3,5,3,2,2,1,2,위험중립형
3,1,2,1,2,3,4,2,4,2,위험중립형
3,2,1,2,3,2,2,3,3,2,위험중립형
3,2,3,5,3,2,1,4,1,2,위험중립형
1,3,2,4,1,1,1,2,2,0,안정형
1,1,4,2,3,2,1,4,2,1,보수형
2,1,3,1,5,1,2,1,1,0,안정형
2,2,1,1,4,4,3,2,1,1,보수형
2,1,3,5,4,1,1,1,4,1,보수형
1,1,3,4,3,3,1,1,4,1,보수형
3,3,4,4,5,4,4,1,5,4,공격형
3,2,4,2,3,1,1,3,4,2,위험중립형
4,2,4,3,4,2,1,3,4,3,적극형
2,1,3,4,4,3,2,2,4,2,위험중립형
2,1,1,2,5,2,1,3,4,1,보수형
1,3,3,1,4,4,3,2,3,2,위험중립형
3,1,1,3,4,2,4,4,4,2,위험중립형
4,2,2,1,2,2,4,2,4,2,위험중립형
4,1,2,2,1,1,2,3,2,1,보수형
2,1,2,5,1,1,4,1,3,1,보수형
2,2,1,2,3,2,2,2,2,1,보수형
1,3,1,2,3,4,1,3,2,1,보수형
3,1,1,1,4,1,1,3,5,1,보수형
4,3,3,3,1,1,1,4,3,2,위험중립형
3,3,1,1,5,4,1,2,4,2,위험중립형
1,2,2,2,1,4,4,2,3,1,보수형
4,1,4,2,2,4,3,4,4,3,적극형
2,3,3,4,2,3,3,3,1,2,위험중립형
4,2,3,3,1,3,4,1,2,2,위험중립형
4,2,2,5,3,1,1,4,3,2,위험중립형
4,2,4,1,3,3,2,2,5,3,적극형
1,2,3,4,4,4,3,4,5,3,적극형
1,2,4,1,2,4,1,3,4,2,위험중립형
4,3,1,1,1,4,4,2,2,2,위험중립형
2,1,2,1,1,4,2,2,4,1,보수형
3,2,1,3,3,4,3,3,3,2,위험중립형
1,1,3,2,1,3,1,2,3,0,안정형
4,2,1,5,5,1,2,1,3,2,위험중립형
1,1,3,2,5,1,2,2,3,1,보수형
2,2,4,4,5,1,4,3,4,3,적극형
3,2,3,4,3,1,2,2,4,2,위험중립형
1,3,4,3,4,3,2,3,1,2,위험중립형
2,3,4,4,5,4,1,2,3,3,적극형
3,3,1,3,2,3,3,1,4,2,위험중립형
4,3,2,1,4,3,3,3,2,3,적극형
4,3,4,5,1,4,4,2,4,4,공격형
1,3,2,3,5,2,1,4,2,2,위험중립형
3,1,3,5,3,2,3,4,1,2,위험중립형
1,1,4,1,5,1,4,2,3,1,보수형
2,3,2,3,3,3,4,3,5,3,적극형
3,2,4,1,2,1,1,2,5,1,보수형
2,3,2,2,4,4,1,4,3,2,위험중립형
1,3,1,1,3,4,1,2,2,1,보수형
3,2,2,1,1,3,3,1,1,1,보수형
4,3,4,1,5,4,4,4,4,4,공격형
2,1,2,3,2,4,4,2,5,2,위험중립형
3,1,4,4,3,2,1,4,5,3,적극형
2,3,3,5,3,2,3,2,3,3,적극형
4,3,1,4,5,3,2,4,2,3,적극형
4,2,1,5,3,3,1,2,5,2,위험중립형
3,2,2,1,1,2,1,4,3,1,보수형
4,3,4,4,2,1,2,3,1,2,위험중립형
4,2,4,5,5,4,1,3,4,4,공격형
1,2,1,3,2,3,4,3,4,2,위험중립형
2,2,4,3,3,3,4,3,2,3,적극형
3,3,4,3,3,3,1,3,4,3,적극형
3,3,4,3,3,1,4,3,5,3,적극형
3,3,4,1,1,2,4,2,4,3,적극형
3,2,2,1,5,2,1,2,3,1,보수형
2,3,3,2,3,1,3,4,5,3,적극형
1,2,3,4,5,4,3,3,1,2,위험중립형
3,1,2,5,1,3,4,3,5,3,적극형
4,1,2,2,5,2,4,1,1,1,보수형
1,3,2,4,2,3,3,2,2,2,위험중립형
2,1,2,2,4,2,1,4,5,2,위험중립형
1,1,2,2,3,1,1,4,5,1,보수형
3,3,2,4,4,2,3,1,5,3,적극형
3,1,1,1,1,2,3,2,4,1,보수형
4,3,1,3,5,2,2,1,1,2,위험중립형
4,3,2,4,2,2,1,2,2,2,위험중립형
1,2,1,1,4,4,2,1,5,1,보수형
3,2,2,2,5,1,4,4,3,2,위험중립형
1,3,1,3,5,4,3,2,4,3,적극형
3,1,4,2,4,4,3,2,1,2,위험중립형
4,1,2,3,5,2,3,4,4,3,적극형
3,1,2,4,5,1,2,2,1,1,보수형
2,3,4,5,1,1,3,3,4,3,적극형
3,2,3,4,2,4,1,3,5,3,적극형
1,1,3,3,3,1,2,3,1,0,안정형
2,3,3,2,5,1,4,3,1,2,위험중립형
1,1,1,1,4,1,3,4,2,0,안정형
1,1,4,5,3,4,1,3,5,2,위험중립형
2,2,2,4,1,2,4,2,1,1,보수형
4,2,4,2,1,4,2,3,2,2,위험중립형
1,1,1,1,4,2,2,3,4,1,보수형
1,2,1,5,4,2,4,1,5,2,위험중립형
2,1,1,1,3,4,3,2,5,2,위험중립형
4,3,3,3,3,1,1,4,4,2,위험중립형
4,3,4,5,1,3,1,3,2,3,적극형
1,2,1,5,4,4,4,1,4,2,위험중립형
1,2,4,5,5,2,4,1,4,3,적극형
1,1,4,2,3,4,3,4,4,2,위험중립형
1,3,3,4,5,2,1,1,3,2,위험중립형
3,3,1,5,5,1,1,2,4,2,위험중립형
2,2,3,3,4,2,1,3,3,2,위험중립형
1,3,3,1,3,3,2,3,2,2,위험중립형
1,2,2,5,2,4,4,3,5,3,적극형
3,2,2,2,4,4,2,4,3,3,적극형
1,2,4,3,1,3,4,4,4,3,적극형
2,2,4,2,4,3,4,4,1,3,적극형
3,1,3,4,3,4,3,1,2,2,위험중립형
2,1,1,5,5,2,3,2,4,2,위험중립형
2,1,1,3,1,3,1,4,5,1,보수형
2,2,4,5,5,3,1,2,5,3,적극형
4,2,3,5,3,1,3,2,2,2,위험중립형
3,1,1,2,4,3,4,2,1,1,보수형
2,3,2,4,3,1,4,4,2,2,위험중립형
4,1,4,3,1,2,4,3,2,2,위험중립형
1,2,4,4,5,1,4,4,2,3,적극형
1,1,4,5,1,4,2,2,3,2,위험중립형
3,1,1,4,5,3,2,2,1,2,위험중립형
1,2,1,3,4,4,2,3,3,2,위험중립형
3,1,3,4,3,1,3,2,2,1,보수형
4,3,4,3,4,2,3,4,1,3,적극형
2,3,1,1,3,2,3,2,5,2,위험중립형
1,2,3,2,4,3,4,3,2,2,위험중립형
2,1,3,1,5,2,3,4,3,2,위험중립형
1,1,2,1,2,2,1,1,3,0,안정형
1,3,3,5,1,2,2,4,1,2,위험중립형
3,3,3,5,5,2,1,4,5,4,공격형
1,1,4,4,1,4,1,4,2,1,보수형
4,2,1,5,1,2,1,3,2,1,보수형
4,2,4,4,2,3,1,2,5,3,적극형
1,2,4,3,1,2,1,3,3,1,보수형
4,3,4,3,2,3,1,4,3,3,적극형
1,1,1,3,3,1,4,3,2,1,보수형
1,1,2,2,5,1,2,3,2,1,보수형
3,2,4,1,3,4,1,2,4,2,위험중립형
2,1,2,1,5,1,4,2,2,1,보수형
1,3,1,1,5,1,1,2,2,0,안정형
1,2,2,2,5,3,2,2,4,2,위험중립형
3,3,1,4,4,3,4,4,1,3,적극형
3,3,4,1,2,3,3,1,4,2,위험중립형
1,3,2,1,2,4,1,1,2,0,안정형
4,3,3,3,2,4,3,3,4,3,적극형
2,1,2,3,4,2,2,4,4,2,위험중립형
2,3,4,4,2,2,4,4,1,3,적극형
3,3,1,4,3,3,3,2,2,2,위험중립형
2,2,1,3,2,3,1,4,4,2,위험중립형
4,3,4,1,4,4,2,4,1,3,적극형
4,3,2,5,5,3,3,1,2,3,적극형
1,2,4,1,4,4,4,2,1,2,위험중립형
2,3,4,3,3,1,3,1,4,2,위험중립형
4,1,3,1,5,4,2,3,3,2,위험중립형
3,3,2,1,2,3,1,4,2,2,위험중립형
2,3,3,5,2,2,3,3,1,2,위험중립형
4,2,4,5,5,3,1,1,4,3,적극형
4,1,1,2,5,4,1,4,3,2,위험중립형
3,2,1,4,5,4,4,2,1,3,적극형
2,3,1,2,4,2,4,4,4,3,적극형
3,1,3,4,1,3,1,1,4,1,보수형
2,3,2,1,5,2,1,1,3,1,보수형
1,3,1,4,4,1,1,2,5,1,보수형
3,1,3,3,5,4,4,4,3,3,적극형
2,3,2,1,5,1,2,2,5,2,위험중립형
3,2,1,2,4,2,3,1,3,1,보수형
4,3,1,4,2,1,2,3,3,2,위험중립형
3,3,4,3,2,2,3,4,1,3,적극형
1,3,4,2,1,1,1,2,5,1,보수형
4,1,3,3,2,2,4,4,1,2,위험중립형
4,2,3,2,2,1,1,3,1,1,보수형
1,1,2,2,5,1,2,4,1,1,보수형
1,1,3,5,4,3,1,2,2,1,보수형
3,1,3,2,5,1,4,1,1,1,보수형
4,3,1,5,5,4,1,2,4,3,적극형
4,1,2,5,2,3,4,3,1,2,위험중립형
3,1,4,5,5,1,3,1,3,2,위험중립형
3,2,2,2,2,1,2,3,1,1,보수형
4,1,2,2,1,4,3,1,1,1,보수형
2,3,1,4,1,4,1,1,3,1,보수형
3,1,4,1,5,1,4,4,1,2,위험중립형
3,1,3,1,2,4,2,4,1,1,보수형
2,1,2,2,4,3,2,4,1,1,보수형
1,2,1,3,1,2,2,2,2,0,안정형
3,2,4,5,5,1,2,2,3,3,적극형
1,3,3,2,1,2,3,4,3,2,위험중립형
2,3,1,5,2,4,4,4,4,3,적극형
3,2,4,5,2,3,3,3,5,4,공격형
2,1,2,4,5,3,3,1,5,2,위험중립형
3,3,2,4,5,1,3,4,5,3,적극형
1,2,1,5,2,1,3,4,2,1,보수형
4,2,1,4,3,3,3,2,1,2,위험중립형
1,3,1,3,3,4,2,2,5,2,위험중립형
3,3,2,1,2,2,4,2,1,2,위험중립형
4,3,1,2,5,1,1,2,1,1,보수형
3,1,2,3,5,2,2,1,4,2,위험중립형
1,3,4,2,2,4,3,2,4,3,적극형
3,3,4,3,5,2,3,3,1,3,적극형
1,3,4,4,2,1,2,4,3,2,위험중립형
4,3,2,1,1,1,3,3,4,2,위험중립형
1,2,4,4,2,3,1,2,1,1,보수형
4,3,3,3,2,3,1,4,4,3,적극형
3,1,3,5,2,3,2,1,2,1,보수형
3,3,2,5,5,1,3,1,5,3,적극형
4,2,3,3,3,3,1,4,2,2,위험중립형
2,2,4,5,4,4,3,4,3,4,공격형
4,1,1,2,5,4,4,1,4,2,위험중립형
1,1,2,3,1,3,2,1,5,1,보수형
2,1,2,4,2,2,1,2,3,1,보수형
4,2,1,5,1,2,1,1,3,1,보수형
3,1,2,1,1,4,3,1,1,0,안정형
4,2,4,1,1,1,4,3,1,2,위험중립형
3,2,2,4,5,1,2,3,4,2,위험중립형
3,1,1,1,1,2,3,3,1,0,안정형
1,1,4,5,1,1,4,4,3,2,위험중립형
4,2,2,4,1,2,3,3,4,2,위험중립형
2,1,3,5,5,4,3,3,3,3,적극형
1,2,3,2,4,2,2,2,1,1,보수형
4,2,3,3,5,3,3,1,3,3,적극형
1,1,2,2,5,2,1,1,1,0,안정형
1,2,1,2,1,3,3,4,4,1,보수형
1,1,2,2,5,2,3,1,5,1,보수형
2,2,3,5,4,2,1,1,2,1,보수형
1,3,1,2,1,2,3,1,2,0,안정형
3,3,3,2,2,1,1,3,3,1,보수형
4,1,2,3,2,3,2,1,2,1,보수형
2,3,2,4,2,1,1,4,3,2,위험중립형
4,1,1,4,1,4,4,1,4,2,위험중립형
3,1,4,3,5,1,2,1,1,1,보수형
3,2,1,3,2,2,2,1,3,1,보수형
4,1,1,5,2,3,4,2,1,2,위험중립형
1,2,4,1,5,4,4,2,5,3,적극형
1,1,1,5,4,2,4,2,2,1,보수형
1,2,1,3,3,3,1,1,4,1,보수형
1,1,3,3,5,4,3,4,1,2,위험중립형
1,1,2,2,1,4,1,3,5,1,보수형
2,2,1,5,5,4,1,3,5,3,적극형
1,3,4,1,3,2,4,3,4,3,적극형
1,3,4,1,2,4,3,4,2,2,위험중립형
1,1,1,4,3,3,2,1,1,0,안정형
4,3,1,1,5,4,2,2,3,3,적극형
1,3,4,4,5,2,2,1,2,2,위험중립형
4,2,2,5,4,1,4,1,3,2,위험중립형
2,1,1,4,2,2,4,3,4,2,위험중립형
4,1,4,5,1,1,3,2,1,2,위험중립형
4,3,4,1,4,3,2,2,2,3,적극형
3,1,1,4,3,4,2,2,1,1,보수형
1,3,1,5,2,2,3,2,2,2,위험중립형
4,3,4,5,5,4,1,2,5,4,공격형
4,1,4,1,1,4,1,1,2,1,보수형
2,2,2,2,5,3,2,1,4,2,위험중립형
2,3,2,3,3,4,3,3,2,3,적극형
3,3,2,2,5,4,3,2,2,3,적극형
3,3,1,4,4,4,4,4,4,4,공격형
4,2,4,3,2,2,3,3,4,3,적극형
1,3,2,4,3,4,2,3,5,3,적극형
2,1,2,4,3,1,2,2,5,1,보수형
1,1,4,4,3,1,1,4,2,1,보수형
4,3,3,4,4,1,2,1,4,2,위험중립형
1,1,1,1,3,3,3,3,4,1,보수형
1,3,3,4,2,1,1,1,4,1,보수형
3,1,4,2,4,3,3,3,1,2,위험중립형
2,2,4,5,4,3,1,4,5,3,적극형
2,3,2,5,5,4,1,4,3,3,적극형
2,1,1,2,1,3,2,1,2,0,안정형
3,3,3,3,3,4,3,3,4,3,적극형
3,2,4,1,5,2,4,4,3,3,적극형
4,1,3,3,5,2,3,3,3,3,적극형
2,1,3,3,2,1,2,3,4,1,보수형
4,1,4,3,1,3,4,3,4,3,적극형
4,3,1,5,2,1,4,3,3,3,적극형
4,2,2,1,5,3,4,2,4,3,적극형
2,1,3,1,4,1,4,1,1,0,안정형
3,2,3,3,5,2,1,2,1,2,위험중립형
1,3,1,2,4,1,4,4,3,2,위험중립형
1,1,3,2,2,2,4,1,5,1,보수형
4,3,1,4,3,1,2,4,2,2,위험중립형
4,1,1,5,5,4,4,4,4,4,공격형
3,2,1,5,1,2,1,4,4,2,위험중립형
4,2,1,1,3,3,2,1,5,2,위험중립형
3,3,1,2,1,2,4,4,2,2,위험중립형
